"centrale_serial";"lecteur_serial"
"1101-2524001556";"22465200002400002b00002524000560"
"1101-2524001554";"22465200002400002b00002524000564"
"1101-2524001587";"22465200002400002b00002524000520"
"1101-2524000406";"22465200002400002b00002524000625"
"1101-2524000411";"22465200002400002b00002524000528"
"1101-2524001574";"22465200002400002b00002524000525"
"1101-2524001442";"22465200002400002b00002524000584"
"1101-2524001562";"22465200002400002b00002524000519"
"1101-2524001589";"22465200002400002b00002524000802"
"1101-2524001447";"22465200002400002b00002524000843"
"1101-2524001523";"22465200002400002b00002524000682"
"1101-2524001451";"22465200002400002b00002524000668"
"1101-2524001596";"22465200002400002b00002524000814"
"1101-2524000414";"22465200002400002b00002524000624"
"1101-2524001499";"22465200002400002b00002524000670"
"1101-2524001436";"22465200002400002b00002524000798"
"1101-2524001537";"22465200002400002b00002524000842"
"1101-2524001432";"22465200002400002b00002524000860"
"1101-2524001539";"22465200002400002b00002524000788"
"1101-2524000484";"22465200002400002b00002524000647"
"1101-2524001604";"22465200002400002b00002524000678"
"1101-2524000212";"22465200002400002b00002524000583"
"1101-2524000397";"22465200002400002b00002524000660"
"1101-2524000371";"22465200002400002b00002524000664"
"1101-2524001323";"22465200002400002b00002524000804"
"1101-2524001318";"22465200002400002b00002525000251"
"1101-2524001201";"22465200002400002b00002525000241"
"1101-2524000487";"22465200002400002b00002525000244"
"1101-2524001573";"22465200002400002b00002524000793"
"1101-2524001322";"22465200002400002b00002525000236"
"1101-2524001506";"22465200002400002b00002525000229"
"1101-2524001536";"22465200002400002b00002524000703"
"1101-2524001532";"22465200002400002b00002525000228"
"1101-2625000484";"22465200002400002b00002525000222"
"1101-2524001549";"22465200002400002b00002524000727"
"1101-2524001544";"22465200002400002b00002525000235"
"1101-2524001344";"22465200002400002b00002524000724"
"1101-2524001121";"22465200002400002b00002524000858"
"1101-2524001311";"22465200002400002b00002524000869"
"1101-2524001206";"22465200002400002b00002524000868"
"1101-2524001247";"22465200002400002b00002524000733"
"1101-2524001302";"22465200002400002b00002524000755"
"1101-2524001222";"22465200002400002b00002524000820"
"1101-2524000904";"22465200002400002b00002524000739"
"1101-2625000406";"22465200002400002b00002524000864"
"1101-2524001386";"22465200002400002b00002524000740"
"1101-2524001392";"22465200002400002b00002524000872"
"1101-2524001507";"22465200002400002b00002524000750"
"1101-2524000933";"22465200002400002b00002524000735"
"1101-2625001251";"22465200002400002b00002524000877"
"1101-2524000918";"22465200002400002b00002524000838"
"1101-2625000320";"22465200002400002b00002524000879"
"1101-2625001002";"22465200002400002b00002524000722"
"1101-2524001033";"22465200002400002b00002524000754"
"1101-2524001531";"22465200002400002b00002524000768"
"1101-2524001564";"22465200002400002b00002524000813"
"1101-2524001492";"22465200002400002b00002525000234"
"1101-2524001321";"22465200002400002b00002524000764"
"1101-2524001116";"22465200002400002b00002524000734"
"1101-2524001157";"22465200002400002b00002525000224"
"1101-2524001388";"22465200002400002b00002524000777"
"1101-2524000994";"22465200002400002b00002524000334"
"1101-2625001275";"22465200002400002b00002524000765"
"1101-2625000586";"22465200002400002b00002524000325"
"1101-2625000409";"22465200002400002b00002524000769"
"1101-2625000986";"22465200002400002b00002524000342"
"1101-2625000686";"22465200002400002b00002524000369"
"1101-2625000269";"22465200002400002b00002525000239"
"1101-2625000310";"22465200002400002b00002524000867"
"1101-2625000721";"22465200002400002b00002524000373"
"1101-2524000986";"22465200002400002b00002524000380"
"1101-2625000242";"22465200002400002b00002524000785"
"1101-2543000211";"22465200002400002b00002524000743"
"1101-2625000237";"22465200002400002b00002524000665"
"1101-2524001117";"22465200002400002b00002524000643"
"1101-2625000929";"22465200002400002b00002524000815"
"1101-2524001149";"22465200002400002b00002524000635"
"1101-2625001134";"22465200002400002b00002524000800"
"1101-2532000687";"22465200002400002b00002524000654"
"1101-2625000248";"22465200002400002b00002524000833"
"1101-2625000229";"22465200002400002b00002524000797"
"1101-2625000691";"22465200002400002b00002524000697"
"1101-2625000239";"22465200002400002b00002524000662"
"1101-2625001241";"22465200002400002b00002524000757"
"1101-2625001142";"22465200002400002b00002524000663"
"1101-2625001156";"22465200002400002b00002524000878"
"1101-2625000685";"22465200002400002b00002524000807"
"1101-2532001647";"22465200002400002b00002524000749"
"1101-2524001092";"22465200002400002b00002524000642"
"1101-2625000325";"22465200002400002b00002524000650"
"1101-2607000192";"22465200002400002b00002524000737"
"1101-2524000954";"22465200002400002b00002524000873"
"1101-2524001008";"22465200002400002b00002524000710"
"1101-2524001057";"22465200002400002b00002524000713"
"1101-2625001125";"22465200002400002b00002524000854"
"1101-2625000241";"22465200002400002b00002524000699"
"1101-2625000234";"22465200002400002b00002524000832"
"1101-2506000745";"22465200002400002b00002524000694"
"1101-2522000874";"22465200002400002b00002524000720"
"1101-2524001148";"22465200002400002b00002524000794"
"1101-2522000721";"22465200002400002b00002524000773"
"1101-2506000878";"22465200002400002b00002524000714"
"1101-2522000825";"22465200002400002b00002524000862"
"1101-2522000999";"22465200002400002b00002524000852"
"1101-2524001079";"22465200002400002b00002524000648"
"1101-2625000553";"22465200002400002b00002524000834"
"1101-2625000765";"22465200002400002b00002524000849"
"1101-2604906503";"22465200002400002b00002524000707"
"1101-2607000037";"22465200002400002b00002524000712"
"1101-2625000778";"22465200002400002b00002524000770"
"1101-2625000201";"22465200002400002b00002524000859"
"1101-2524001154";"22465200002400002b00002524000850"
"1101-2625000219";"22465200002400002b00002524000780"
"1101-2532000902";"22465200002400002b00002524000719"
"1101-2524001168";"22465200002400002b00002524000659"
"1101-2524001156";"22465200002400002b00002524000748"
"1101-2524001151";"22465200002400002b00002524000758"
"1101-2524001032";"22465200002400002b00002524000692"
"1101-2625000574";"22465200002400002b00002524000693"
"1101-2625001187";"22465200002400002b00002524000640"
"1101-2524001329";"22465200002400002b00002625001138"
"1101-2625000810";"22465200002400002b00002625000909"
"1101-2625001281";"22465200002400002b00002625001502"
"1101-2524000971";"22465200002400002b00002625001150"
"1101-2524001088";"22465200002400002b00002625001508"
"1101-2625001126";"22465200002400002b00002625001942"
"1101-2524001224";"22465200002400002b00002625001309"
"1101-2625001163";"22465200002400002b00002625001453"
"1101-2524001108";"22465200002400002b00002625000977"
"1101-2524001102";"22465200002400002b00002625001858"
"1101-2625000557";"22465200002400002b00002625001847"
"1101-2625001243";"22465200002400002b00002625001454"
"1101-2625000770";"22465200002400002b00002625000965"
"1101-2524001103";"22465200002400002b00002625000984"
"1101-2625000681";"22465200002400002b00002625001142"
"1101-2625000833";"22465200002400002b00002625001889"
"1101-2524001219";"22465200002400002b00002625001329"
"1101-2625000455";"22465200002400002b00002625001888"
"1101-2524001212";"22465200002400002b00002625001452"
"1101-2524001138";"22465200002400002b00002625001546"
"1101-2524001089";"22465200002400002b00002625000913"
"1101-2524001073";"22465200002400002b00002625001273"
"1101-2625000815";"22465200002400002b00002625001608"
"1101-2625000300";"22465200002400002b00002625001550"
"1101-2524001019";"22465200002400002b00002625001725"
"1101-2625001147";"22465200002400002b00002625001271"
"1101-2524000976";"22465200002400002b00002625001545"
"1101-2524000982";"22465200002400002b00002625000886"
"1101-2625001057";"22465200002400002b00002625001270"
"1101-2524001217";"22465200002400002b00002625001881"
"1101-2524001216";"22465200002400002b00002625001748"
"1101-2625000440";"22465200002400002b00002625001544"
"1101-2524001501";"22465200002400002b00002625001541"
"1101-2524001229";"22465200002400002b00002625000896"
"1101-2524001369";"22465200002400002b00002625001511"
"1101-2625000305";"22465200002400002b00002625001420"
"1101-2524001146";"22465200002400002b00002625000894"
"1101-2524001218";"22465200002400002b00002625001140"
"1101-2524001099";"22465200002400002b00002625001146"
"1101-2524001129";"22465200002400002b00002625001272"
"1101-2524001058";"22465200002400002b00002625001615"
"1101-2524001087";"22465200002400002b00002625001276"
"1101-2524001077";"22465200002400002b00002625001460"
"1101-2524001083";"22465200002400002b00002625000970"
"1101-2524001134";"22465200002400002b00002625000990"
"1101-2524001082";"22465200002400002b00002625001937"
"1101-2524000906";"22465200002400002b00002625001308"
"1101-2625000804";"22465200002400002b00002625000996"
"1101-2625001192";"22465200002400002b00002625001938"
"1101-2625000555";"22465200002400002b00002625000983"
"1101-2548000168";"22465200002400002b00002625001853"
"1101-2625000914";"22465200002400002b00002524000430"
"1101-2625000563";"22465200002400002b00002524000483"
"1101-2625000224";"22465200002400002b00002524000417"
"1101-2625001104";"22465200002400002b00002524000468"
"1101-2625000308";"22465200002400002b00002524000490"
"1101-2625000806";"22465200002400002b00002524000435"
"1101-2625000679";"22465200002400002b00002625001315"
"1101-2625001197";"22465200002400002b00002524000433"
"1101-2625001152";"22465200002400002b00002524000449"
"1101-2625000554";"22465200002400002b00002524000458"
"1101-2625001191";"22465200002400002b00002524000425"
"1101-2524001362";"22465200002400002b00002524000527"
"1101-2625000167";"22465200002400002b00002524000388"
"1101-2524001147";"22465200002400002b00002524000447"
"1101-2625000551";"22465200002400002b00002524000444"
"1101-2625000414";"22465200002400002b00002524000687"
"1101-2524001078";"22465200002400002b00002524000497"
"1101-2625000413";"22465200002400002b00002524000454"
"1101-2625001098";"22465200002400002b00002524000457"
"1101-2625000614";"22465200002400002b00002524000400"
"1101-2625000812";"22465200002400002b00002524000395"
"1101-2524001497";"22465200002400002b00002524000418"
"1101-2524000288";"22465200002400002b00002625001042"
"1101-2524001509";"22465200002400002b00002625001878"
"1101-2625000734";"22465200002400002b00002625001876"
"1101-2625001139";"22465200002400002b00002625001194"
"1101-2625000733";"22465200002400002b00002625000985"
"1101-2625001189";"22465200002400002b00002625001950"
"1101-2625000240";"22465200002400002b00002625001873"
"1101-2625000967";"22465200002400002b00002625001669"
"1101-2524001191";"22465200002400002b00002625001144"
"1101-2625001190";"22465200002400002b00002625000961"
"1101-2524001187";"22465200002400002b00002625001098"
"1101-2524001101";"22465200002400002b00002625001879"
"1101-2524001194";"22465200002400002b00002625001862"
"1101-2524001348";"22465200002400002b00002625001082"
"1101-2524000891";"22465200002400002b00002625001185"
"1101-2524000962";"22465200002400002b00002625000986"
"1101-2524000961";"22465200002400002b00002625001404"
"1101-2625000756";"22465200002400002b00002625001409"
"1101-2524000967";"22465200002400002b00002625001558"
"1101-2625000426";"22465200002400002b00002625000864"
"1101-2524000969";"22465200002400002b00002625001517"
"1101-2524000942";"22465200002400002b00002625001481"
"1101-2524000903";"22465200002400002b00002625001129"
"1101-2524000968";"22465200002400002b00002625001102"
"1101-2625001047";"22465200002400002b00002625001119"
"1101-2524000963";"22465200002400002b00002625001518"
"1101-2524000957";"22465200002400002b00002625001122"
"1101-2524000959";"22465200002400002b00002625001115"
"1101-2524000946";"22465200002400002b00002625001952"
"1101-2524000949";"22465200002400002b00002625001109"
"1101-2524000964";"22465200002400002b00002625001120"
"1101-2524000911";"22465200002400002b00002625001121"
"1101-2524000902";"22465200002400002b00002625001477"
"1101-2524000973";"22465200002400002b00002625001117"
"1101-2625000188";"22465200002400002b00002625001600"
"1101-2625000558";"22465200002400002b00002625001592"
"1101-2625001144";"22465200002400002b00002625001131"
"1101-2625000306";"22465200002400002b00002625001126"
"1101-2625001177";"22465200002400002b00002625001104"
"1101-2625001288";"22465200002400002b00002625001389"
"1101-2537002134";"22465200002400002b00002625001401"
"1101-2537001812";"22465200002400002b00002625001840"
"1101-2625001137";"22465200002400002b00002625001118"
"1101-2625001254";"22465200002400002b00002625001374"
"1101-2524000899";"22465200002400002b00002625001162"
"1101-2524001261";"22465200002400002b00002625001822"
"1101-2524000931";"22465200002400002b00002625001368"
"1101-2524000948";"22465200002400002b00002625001823"
"1101-2524000953";"22465200002400002b00002625001148"
"1101-2524000958";"22465200002400002b00002625001818"
"1101-2524000944";"22465200002400002b00002625001686"
"1101-2524000929";"22465200002400002b00002625001155"
"1101-2524000974";"22465200002400002b00002625001530"
"1101-2625000301";"22465200002400002b00002625001835"
"1101-2625000615";"22465200002400002b00002625001844"
"1101-2625001255";"22465200002400002b00002625001548"
"1101-2625000627";"22465200002400002b00002625001527"
"1101-2625001174";"22465200002400002b00002625001525"
"1101-2625000422";"22465200002400002b00002625001411"
